Agrupado,Asistencia_Anterior_%,Asistencia_Actual_%,Variacion_p.p.
Nivel Heterogéneo,56.92736950549451,64.70588235294117,7.778512847446663
Nivel Medio,60.35224591615569,73.37239963140321,13.020153715247524
Sala Cuna,55.58856249867487,69.18882293116154,13.600260432486671
Transición,61.981981981981995,63.99929341105812,2.0173114290761234
