NOM_COM_RBD,Matricula_Anterior,Matricula_Actual,Var_Neta,Var_Porcentual
LO ESPEJO,455,482,27,5.934065934065933
PEDRO AGUIRRE CERDA,713,798,85,11.921458625525947
SAN MIGUEL,382,407,25,6.544502617801047
SAN RAMON,364,405,41,11.263736263736265
