Agrupado,Asistencia_Anterior_%,Asistencia_Actual_%,Variacion_p.p.
Nivel Heterogéneo,76.06617647058825,70.90225563909775,-5.1639208314905005
Nivel Medio,74.80984743053914,75.21917372683251,0.40932629629337214
Sala Cuna,71.45234320780881,68.88261191825555,-2.5697312895532605
Transición,75.1418988648091,75.27271071030039,0.13081184549129432
