NOM_COM_RBD,Matricula_Anterior,Matricula_Actual,Var_Neta,Var_Porcentual
LA CISTERNA,3243,3261,18,0.5550416281221091
LO ESPEJO,4159,4183,24,0.5770617937004088
PEDRO AGUIRRE CERDA,4206,4205,-1,-0.02377555872563005
SAN MIGUEL,3986,4012,26,0.6522829904666332
SAN RAMÓN,3010,3036,26,0.8637873754152824
