Agrupado,Asistencia_Anterior_%,Asistencia_Actual_%,Variacion_p.p.
Nivel Heterogéneo,70.90225563909775,56.049465240641716,-14.85279039845603
Nivel Medio,75.21917372683251,74.02668778057368,-1.1924859462588273
Sala Cuna,68.88261191825555,69.28568793852784,0.4030760202722945
Transición,75.27271071030039,75.07507507507508,-0.19763563522531058
