Agrupado,Asistencia_Anterior_%,Asistencia_Actual_%,Variacion_p.p.
Nivel Heterogéneo,56.049465240641716,56.92736950549451,0.8779042648527948
Nivel Medio,74.02668778057368,60.35224591615569,-13.674441864417993
Sala Cuna,69.28568793852784,55.58856249867487,-13.697125439852975
Transición,75.07507507507508,61.981981981981995,-13.093093093093081
